GKZ;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;Hofer;%;Van der Bellen;%
G31703;Breitenfurt bei Wien;4.675;3.456;112;3.344;1.220;36,48;2.124;63,52
G31704;Brunn am Gebirge;8.641;6.281;193;6.088;2.279;37,43;3.809;62,57
G31706;Gaaden;1.263;992;35;957;313;32,71;644;67,29
G31707;Gießhübl;1.705;1.336;51;1.285;407;31,67;878;68,33
G31709;Gumpoldskirchen;2.904;2.159;80;2.079;784;37,71;1.295;62,29
G31710;Guntramsdorf;6.868;5.143;177;4.966;2.123;42,75;2.843;57,25
G31711;Hennersdorf;1.254;992;26;966;442;45,76;524;54,24
G31712;Hinterbrühl;2.951;2.116;66;2.050;667;32,54;1.383;67,46
G31713;Kaltenleutgeben;2.524;1.932;53;1.879;766;40,77;1.113;59,23
G31714;Laab im Walde;923;695;19;676;201;29,73;475;70,27
G31715;Laxenburg;2.149;1.577;40;1.537;551;35,85;986;64,15
G31716;Maria Enzersdorf;6.549;4.601;129;4.472;1.384;30,95;3.088;69,05
G31717;Mödling;15.083;10.334;305;10.029;3.298;32,88;6.731;67,12
G31718;Münchendorf;2.266;1.699;49;1.650;766;46,42;884;53,58
G31719;Perchtoldsdorf;11.679;8.449;289;8.160;2.720;33,33;5.440;66,67
G31723;Vösendorf;5.055;3.479;108;3.371;1.695;50,28;1.676;49,72
G31725;Wiener Neudorf;7.180;5.140;146;4.994;2.061;41,27;2.933;58,73
G31726;Wienerwald;2.168;1.690;60;1.630;748;45,89;882;54,11
G31799;Wahlkarten - Mödling;0;8.779;156;8.623;2.259;26,20;6.364;73,80
G31800;Neunkirchen;68.088;54.230;2.304;51.926;28.358;54,61;23.568;45,39
G31801;Altendorf;279;214;11;203;143;70,44;60;29,56
G31802;Aspang-Markt;1.556;1.070;57;1.013;538;53,11;475;46,89
G31803;Aspangberg-St. Peter;1.569;1.150;62;1.088;714;65,63;374;34,38
G31804;Breitenau;1.280;986;42;944;470;49,79;474;50,21
G31805;Breitenstein;277;161;7;154;81;52,60;73;47,40
G31806;Buchbach;289;219;6;213;97;45,54;116;54,46
G31807;Edlitz;776;590;26;564;326;57,80;238;42,20
G31808;Enzenreith;1.579;1.176;46;1.130;639;56,55;491;43,45
G31809;Feistritz am Wechsel;879;688;48;640;417;65,16;223;34,84
G31810;Gloggnitz;4.641;3.253;103;3.150;1.776;56,38;1.374;43,62
G31811;Grafenbach-St. Valentin;1.765;1.338;61;1.277;688;53,88;589;46,12
G31812;Grimmenstein;1.113;837;42;795;423;53,21;372;46,79
G31813;Grünbach am Schneeberg;1.271;912;33;879;514;58,48;365;41,52
G31814;Kirchberg am Wechsel;1.968;1.496;71;1.425;881;61,82;544;38,18
G31815;Mönichkirchen;507;353;15;338;230;68,05;108;31,95
G31817;Natschbach-Loipersbach;1.379;1.064;49;1.015;556;54,78;459;45,22
G31818;Neunkirchen;9.011;6.064;208;5.856;3.039;51,90;2.817;48,10
G31820;Otterthal;469;351;13;338;226;66,86;112;33,14
G31821;Payerbach;1.709;1.168;51;1.117;589;52,73;528;47,27
G31823;Pitten;2.155;1.523;72;1.451;815;56,17;636;43,83
G31825;Prigglitz;365;263;13;250;148;59,20;102;40,80
G31826;Puchberg am Schneeberg;2.225;1.601;77;1.524;874;57,35;650;42,65
G31827;Raach am Hochgebirge;233;182;17;165;90;54,55;75;45,45
G31829;Reichenau an der Rax;2.094;1.516;58;1.458;800;54,87;658;45,13
G31830;St. Corona am Wechsel;298;224;9;215;140;65,12;75;34,88
G31831;St. Egyden am Steinfeld;1.520;1.122;64;1.058;610;57,66;448;42,34
G31832;Scheiblingkirchen-Thernberg;1.547;1.128;67;1.061;554;52,21;507;47,79
G31833;Schottwien;536;369;18;351;227;64,67;124;35,33
G31834;Schrattenbach;303;207;11;196;109;55,61;87;44,39
G31835;Schwarzau am Steinfeld;1.476;1.117;47;1.070;642;60,00;428;40,00
G31836;Schwarzau im Gebirge;520;352;27;325;223;68,62;102;31,38
G31837;Seebenstein;1.135;854;36;818;446;54,52;372;45,48
G31838;Semmering;445;289;11;278;169;60,79;109;39,21
G31839;Ternitz;11.455;8.245;309;7.936;4.200;52,92;3.736;47,08
G31840;Thomasberg;1.021;751;53;698;452;64,76;246;35,24
G31841;Trattenbach;448;337;25;312;226;72,44;86;27,56
G31842;Bürg-Vöstenhof;140;113;6;107;77;71,96;30;28,04
G31843;Warth;1.253;977;59;918;522;56,86;396;43,14
G31844;Wartmannstetten;1.365;1.083;69;1.014;539;53,16;475;46,84
G31845;Willendorf;769;544;29;515;259;50,29;256;49,71
G31846;Wimpassing im Schwarzatale;1.212;830;26;804;388;48,26;416;51,74
G31847;Würflach;1.301;950;33;917;453;49,40;464;50,60
G31848;Zöbern;1.197;929;56;873;606;69,42;267;30,58
G31849;Höflein an der Hohen Wand;758;579;32;547;283;51,74;264;48,26
G31899;Wahlkarten - Neunkirchen;0;5.055;129;4.926;2.159;43,83;2.767;56,17
G31900;Sankt Pölten(Land);78.624;63.724;2.795;60.929;30.548;50,14;30.381;49,86
G31901;Altlengbach;2.241;1.597;63;1.534;837;54,56;697;45,44
G31902;Asperhofen;1.695;1.211;68;1.143;712;62,29;431;37,71
G31903;Böheimkirchen;3.970;3.003;160;2.843;1.463;51,46;1.380;48,54
G31904;Brand-Laaben;969;695;29;666;380;57,06;286;42,94
G31905;Eichgraben;3.435;2.446;70;2.376;945;39,77;1.431;60,23
G31906;Frankenfels;1.623;1.227;92;1.135;573;50,48;562;49,52
G31907;Gerersdorf;758;580;34;546;282;51,65;264;48,35
G31909;Hofstetten-Grünau;2.109;1.603;91;1.512;864;57,14;648;42,86
G31910;Hafnerbach;1.366;1.035;49;986;483;48,99;503;51,01
G31911;Haunoldstein;907;682;25;657;384;58,45;273;41,55
G31912;Herzogenburg;5.983;4.407;176;4.231;2.138;50,53;2.093;49,47
G31913;Inzersdorf-Getzersdorf;1.233;907;55;852;485;56,92;367;43,08
G31915;Kapelln;1.107;843;40;803;486;60,52;317;39,48
G31916;Karlstetten;1.778;1.341;74;1.267;682;53,83;585;46,17
G31917;Kasten bei Böheimkirchen;1.111;857;48;809;381;47,10;428;52,90
G31918;Kirchberg an der Pielach;2.605;1.827;107;1.720;913;53,08;807;46,92
G31919;Kirchstetten;1.752;1.225;57;1.168;600;51,37;568;48,63
G31920;Loich;493;314;22;292;161;55,14;131;44,86
G31921;Maria-Anzbach;2.342;1.713;54;1.659;708;42,68;951;57,32
G31922;Markersdorf-Haindorf;1.640;1.174;50;1.124;603;53,65;521;46,35
G31923;Michelbach;737;573;37;536;345;64,37;191;35,63
G31925;Neidling;1.199;909;48;861;414;48,08;447;51,92
G31926;Neulengbach;6.356;4.441;137;4.304;2.013;46,77;2.291;53,23
G31927;Neustift-Innermanzing;1.243;850;31;819;436;53,24;383;46,76
G31928;Nußdorf ob der Traisen;1.438;1.135;42;1.093;591;54,07;502;45,93
G31929;Ober-Grafendorf;3.652;2.832;119;2.713;1.246;45,93;1.467;54,07
G31930;Obritzberg-Rust;1.873;1.429;66;1.363;835;61,26;528;38,74
G31932;Prinzersdorf;1.271;974;27;947;400;42,24;547;57,76
G31934;Pyhra;2.830;2.098;111;1.987;1.066;53,65;921;46,35
G31935;Rabenstein an der Pielach;2.045;1.516;89;1.427;790;55,36;637;44,64
G31938;St. Margarethen an der Sierning;861;648;51;597;305;51,09;292;48,91
G31939;Schwarzenbach an der Pielach;323;257;12;245;163;66,53;82;33,47
G31940;Statzendorf;1.085;805;28;777;401;51,61;376;48,39
G31941;Stössing;639;461;26;435;247;56,78;188;43,22
G31943;Traismauer;4.682;3.526;181;3.345;1.805;53,96;1.540;46,04
G31945;Weinburg;1.107;831;46;785;408;51,97;377;48,03
G31946;Perschling;1.076;804;53;751;476;63,38;275;36,62
G31947;Wilhelmsburg;5.074;3.627;149;3.478;1.753;50,40;1.725;49,60
G31948;Wölbling;2.016;1.471;67;1.404;728;51,85;676;48,15
G31999;Wahlkarten - Sankt Pölten(Land);0;5.850;111;5.739;2.046;35,65;3.693;64,35
G32000;Scheibbs;33.220;26.884;1.396;25.488;13.304;52,20;12.184;47,80
G32001;Gaming;2.575;1.821;107;1.714;808;47,14;906;52,86
G32002;Göstling an der Ybbs;1.716;1.258;56;1.202;609;50,67;593;49,33
G32003;Gresten;1.637;1.159;68;1.091;533;48,85;558;51,15
G32004;Gresten-Land;1.220;900;69;831;493;59,33;338;40,67
G32005;Lunz am See;1.523;1.038;63;975;494;50,67;481;49,33
G32006;Oberndorf an der Melk;2.398;1.826;119;1.707;1.065;62,39;642;37,61
G32007;Puchenstuben;234;154;10;144;77;53,47;67;46,53
G32008;Purgstall an der Erlauf;4.301;3.122;133;2.989;1.784;59,69;1.205;40,31
G32009;Randegg;1.533;1.201;111;1.090;624;57,25;466;42,75
G32010;Reinsberg;814;637;45;592;296;50,00;296;50,00
G32011;St. Anton an der Jeßnitz;989;732;42;690;497;72,03;193;27,97
G32012;St. Georgen an der Leys;1.097;799;46;753;517;68,66;236;31,34
G32013;Scheibbs;3.479;2.449;107;2.342;929;39,67;1.413;60,33
G32014;Steinakirchen am Forst;1.891;1.450;86;1.364;748;54,84;616;45,16
G32015;Wang;1.065;826;67;759;458;60,34;301;39,66
G32016;Wieselburg;2.917;2.065;57;2.008;930;46,31;1.078;53,69
G32017;Wieselburg-Land;2.626;1.946;111;1.835;1.100;59,95;735;40,05
G32018;Wolfpassing;1.205;947;55;892;520;58,30;372;41,70
G32099;Wahlkarten - Scheibbs;0;2.554;44;2.510;822;32,75;1.688;67,25
G32100;Tulln;57.692;46.735;1.906;44.829;21.832;48,70;22.997;51,30
G32101;Absdorf;1.520;1.173;72;1.101;574;52,13;527;47,87
G32104;Atzenbrugg;2.232;1.678;90;1.588;884;55,67;704;44,33
G32106;Fels am Wagram;1.796;1.307;39;1.268;756;59,62;512;40,38
G32107;Grafenwörth;2.549;1.870;66;1.804;1.004;55,65;800;44,35
G32109;Großriedenthal;788;581;48;533;270;50,66;263;49,34
G32110;Großweikersdorf;2.577;1.936;91;1.845;967;52,41;878;47,59
G32112;Judenau-Baumgarten;1.690;1.280;63;1.217;646;53,08;571;46,92
G32114;Kirchberg am Wagram;2.892;2.200;109;2.091;1.128;53,95;963;46,05
G32115;Königsbrunn am Wagram;1.050;782;35;747;411;55,02;336;44,98
G32116;Königstetten;1.798;1.360;56;1.304;582;44,63;722;55,37
G32119;Langenrohr;1.756;1.350;72;1.278;737;57,67;541;42,33
G32120;Michelhausen;2.307;1.699;97;1.602;903;56,37;699;43,63
G32131;Sieghartskirchen;5.736;4.250;183;4.067;2.161;53,13;1.906;46,87
G32132;Sitzenberg-Reidling;1.671;1.234;47;1.187;630;53,07;557;46,93
G32134;Tulbing;2.375;1.764;72;1.692;783;46,28;909;53,72
G32135;Tulln an der Donau;11.901;8.418;291;8.127;3.567;43,89;4.560;56,11
G32139;Würmla;1.101;819;44;775;417;53,81;358;46,19
G32140;Zeiselmauer-Wolfpassing;1.781;1.323;41;1.282;556;43,37;726;56,63
G32141;Zwentendorf an der Donau;2.974;2.166;95;2.071;1.192;57,56;879;42,44
G32142;St. Andrä-Wördern;6.020;4.400;151;4.249;1.691;39,80;2.558;60,20
G32143;Muckendorf-Wipfing;1.178;867;33;834;468;56,12;366;43,88
G32199;Wahlkarten - Tulln;0;4.278;111;4.167;1.505;36,12;2.662;63,88
G32200;Waidhofen an der Thaya;22.321;17.659;853;16.806;9.615;57,21;7.191;42,79
G32202;Dietmanns;954;662;21;641;423;65,99;218;34,01
G32203;Dobersberg;1.362;971;77;894;574;64,21;320;35,79
G32206;Gastern;1.065;752;43;709;445;62,76;264;37,24
G32207;Groß-Siegharts;2.350;1.537;78;1.459;876;60,04;583;39,96
G32209;Karlstein an der Thaya;1.236;928;41;887;569;64,15;318;35,85
G32210;Kautzen;960;718;40;678;436;64,31;242;35,69
G32212;Ludweis-Aigen;798;582;37;545;320;58,72;225;41,28
G32214;Pfaffenschlag bei Waidhofen a.d.Thaya;776;574;31;543;321;59,12;222;40,88
G32216;Raabs an der Thaya;2.320;1.585;99;1.486;895;60,23;591;39,77
G32217;Thaya;1.180;808;28;780;520;66,67;260;33,33
G32219;Vitis;2.211;1.552;94;1.458;811;55,62;647;44,38
G32220;Waidhofen an der Thaya;4.734;3.219;124;3.095;1.569;50,69;1.526;49,31
G32221;Waidhofen an der Thaya-Land;1.049;759;34;725;429;59,17;296;40,83
G32222;Waldkirchen an der Thaya;475;353;12;341;210;61,58;131;38,42
G32223;Windigsteig;851;616;39;577;324;56,15;253;43,85
G32299;Wahlkarten - Waidhofen an der Thaya;0;2.043;55;1.988;893;44,92;1.095;55,08
G32300;Wiener Neustadt(Land);60.045;48.088;1.933;46.155;25.726;55,74;20.429;44,26
G32301;Bad Fischau-Brunn;2.627;1.990;81;1.909;870;45,57;1.039;54,43
G32302;Bad Schönau;594;425;21;404;297;73,51;107;26,49
G32304;Ebenfurth;2.170;1.480;49;1.431;802;56,04;629;43,96
G32305;Eggendorf;3.634;2.673;65;2.608;1.585;60,77;1.023;39,23
G32306;Bad Erlach;2.454;1.807;81;1.726;937;54,29;789;45,71
G32307;Felixdorf;3.222;2.150;54;2.096;1.038;49,52;1.058;50,48
G32308;Gutenstein;1.018;686;44;642;332;51,71;310;48,29
G32309;Hochneukirchen-Gschaidt;1.390;1.109;48;1.061;778;73,33;283;26,67
G32310;Hochwolkersdorf;840;640;36;604;377;62,42;227;37,58
G32311;Hohe Wand;1.129;845;31;814;457;56,14;357;43,86
G32312;Hollenthon;839;675;72;603;379;62,85;224;37,15
G32313;Katzelsdorf;2.595;2.010;84;1.926;899;46,68;1.027;53,32
G32314;Kirchschlag in der Buckligen Welt;2.343;1.802;121;1.681;1.109;65,97;572;34,03
G32315;Krumbach;1.896;1.519;68;1.451;935;64,44;516;35,56
G32316;Lanzenkirchen;3.035;2.300;75;2.225;1.232;55,37;993;44,63
G32317;Lichtenegg;864;672;52;620;351;56,61;269;43,39
G32318;Lichtenwörth;2.167;1.543;48;1.495;917;61,34;578;38,66
G32319;Markt Piesting;2.228;1.650;65;1.585;770;48,58;815;51,42
G32320;Matzendorf-Hölles;1.635;1.269;59;1.210;744;61,49;466;38,51
G32321;Miesenbach;575;403;23;380;245;64,47;135;35,53
G32322;Muggendorf;430;347;24;323;184;56,97;139;43,03
G32323;Pernitz;1.954;1.413;53;1.360;676;49,71;684;50,29
G32324;Rohr im Gebirge;379;249;20;229;151;65,94;78;34,06
G32325;Bromberg;986;765;49;716;441;61,59;275;38,41
G32326;Schwarzenbach;813;632;30;602;391;64,95;211;35,05
G32327;Sollenau;3.768;2.535;64;2.471;1.499;60,66;972;39,34
G32330;Theresienfeld;2.316;1.696;49;1.647;914;55,49;733;44,51
G32331;Waidmannsfeld;1.256;903;47;856;417;48,71;439;51,29
G32332;Waldegg;1.480;1.078;50;1.028;493;47,96;535;52,04
G32333;Walpersbach;907;701;27;674;351;52,08;323;47,92
G32334;Weikersdorf am Steinfelde;887;665;30;635;435;68,50;200;31,50
G32335;Wiesmath;1.257;981;48;933;560;60,02;373;39,98
G32336;Winzendorf-Muthmannsdorf;1.500;1.092;42;1.050;514;48,95;536;51,05
G32337;Wöllersdorf-Steinabrückl;3.244;2.274;75;2.199;1.353;61,53;846;38,47
G32338;Zillingdorf;1.613;1.250;51;1.199;664;55,38;535;44,62
G32399;Wahlkarten - Wiener Neustadt(Land);0;3.859;97;3.762;1.629;43,30;2.133;56,70
G32400;Wien-Umgebung;89.547;71.605;2.150;69.455;29.554;42,55;39.901;57,45
G32401;Ebergassing;2.669;1.866;45;1.821;935;51,35;886;48,65
G32402;Fischamend;3.999;2.687;100;2.587;1.387;53,61;1.200;46,39
G32403;Gablitz;3.713;2.594;73;2.521;1.011;40,10;1.510;59,90
G32404;Gerasdorf bei Wien;8.361;6.024;214;5.810;3.001;51,65;2.809;48,35
G32405;Gramatneusiedl;2.139;1.445;55;1.390;730;52,52;660;47,48
G32406;Himberg;5.588;4.048;166;3.882;2.139;55,10;1.743;44,90
G32407;Klein-Neusiedl;677;453;21;432;229;53,01;203;46,99
G32408;Klosterneuburg;19.874;14.522;407;14.115;4.587;32,50;9.528;67,50
G32409;Lanzendorf;1.338;959;29;930;482;51,83;448;48,17
G32410;Leopoldsdorf;3.896;2.935;89;2.846;1.258;44,20;1.588;55,80
G32411;Maria-Lanzendorf;1.597;1.160;31;1.129;634;56,16;495;43,84
G32412;Mauerbach;2.899;2.032;58;1.974;721;36,52;1.253;63,48
G32413;Moosbrunn;1.340;1.004;31;973;501;51,49;472;48,51
G32415;Pressbaum;5.455;3.799;105;3.694;1.450;39,25;2.244;60,75
G32416;Purkersdorf;7.009;4.927;128;4.799;1.672;34,84;3.127;65,16
G32417;Rauchenwarth;554;423;18;405;195;48,15;210;51,85
G32418;Schwadorf;1.504;1.031;33;998;535;53,61;463;46,39
G32419;Schwechat;12.278;8.245;252;7.993;4.099;51,28;3.894;48,72
G32421;Tullnerbach;2.066;1.489;49;1.440;526;36,53;914;63,47
G32423;Wolfsgraben;1.300;979;38;941;370;39,32;571;60,68
G32424;Zwölfaxing;1.291;941;39;902;505;55,99;397;44,01
G32499;Wahlkarten - Wien-Umgebung;0;8.042;169;7.873;2.587;32,86;5.286;67,14
G32500;Zwettl;35.887;28.503;1.606;26.897;15.026;55,86;11.871;44,14
G32501;Allentsteig;1.625;1.094;62;1.032;601;58,24;431;41,76
G32502;Arbesbach;1.382;1.032;85;947;571;60,30;376;39,70
G32503;Bärnkopf;295;221;6;215;117;54,42;98;45,58
G32504;Echsenbach;1.041;805;37;768;416;54,17;352;45,83
G32505;Göpfritz an der Wild;1.528;1.171;77;1.094;675;61,70;419;38,30
G32506;Grafenschlag;714;539;32;507;302;59,57;205;40,43
G32508;Groß Gerungs;3.766;2.761;178;2.583;1.564;60,55;1.019;39,45
G32509;Großgöttfritz;1.154;855;48;807;510;63,20;297;36,80
G32511;Gutenbrunn;437;312;17;295;172;58,31;123;41,69
G32514;Kirchschlag;543;401;24;377;215;57,03;162;42,97
G32515;Kottes-Purk;1.248;872;48;824;503;61,04;321;38,96
G32516;Langschlag;1.494;1.058;64;994;591;59,46;403;40,54
G32517;Martinsberg;919;657;35;622;424;68,17;198;31,83
G32518;Ottenschlag;853;644;34;610;342;56,07;268;43,93
G32519;Altmelon;717;555;27;528;359;67,99;169;32,01
G32520;Pölla;792;551;55;496;317;63,91;179;36,09
G32521;Rappottenstein;1.434;1.025;73;952;511;53,68;441;46,32
G32522;Sallingberg;1.084;779;63;716;490;68,44;226;31,56
G32523;Schönbach;698;497;23;474;287;60,55;187;39,45
G32524;Schwarzenau;1.234;935;46;889;432;48,59;457;51,41
G32525;Schweiggers;1.666;1.200;77;1.123;713;63,49;410;36,51
G32528;Bad Traunstein;842;575;33;542;313;57,75;229;42,25
G32529;Waldhausen;1.048;741;38;703;426;60,60;277;39,40
G32530;Zwettl-Niederösterreich;9.373;6.483;332;6.151;3.075;49,99;3.076;50,01
G32599;Wahlkarten - Zwettl;0;2.740;92;2.648;1.100;41,54;1.548;58,46
G40000;Oberösterreich;1.102.764;828.459;31.209;797.250;356.619;44,73;440.631;55,27
G4A000;Linz und Umgebung;247.017;180.512;4.858;175.654;66.535;37,88;109.119;62,12
G4B000;Innviertel;166.950;120.616;4.654;115.962;61.852;53,34;54.110;46,66
G4C000;Hausruckviertel;271.852;205.912;7.926;197.986;93.266;47,11;104.720;52,89
G4D000;Traunviertel;197.545;149.181;5.753;143.428;64.066;44,67;79.362;55,33
G4E000;Mühlviertel;219.400;172.238;8.018;164.220;70.900;43,17;93.320;56,83
G40099;Wahlkarten - Oberösterreich;0;109.704;2.573;107.131;34.491;32,20;72.640;67,80
G40100;Linz(Stadt);140.477;99.762;2.317;97.445;33.457;34,33;63.988;65,67
G40101;Linz;140.477;83.290;2.069;81.221;29.707;36,58;51.514;63,42
G40199;Wahlkarten - Linz(Stadt;0;16.472;248;16.224;3.750;23,11;12.474;76,89
G40200;Steyr(Stadt);27.615;19.777;488;19.289;8.104;42,01;11.185;57,99
G40201;Steyr;27.615;17.644;453;17.191;7.553;43,94;9.638;56,06
G40299;Wahlkarten - Steyr(Stadt);0;2.133;35;2.098;551;26,26;1.547;73,74
G40300;Wels(Stadt);39.773;28.361;730;27.631;12.054;43,62;15.577;56,38
G40301;Wels;39.773;24.743;668;24.075;10.836;45,01;13.239;54,99
G40399;Wahlkarten - Wels(Stadt);0;3.618;62;3.556;1.218;34,25;2.338;65,75
G40400;Braunau am Inn;75.900;53.684;2.076;51.608;28.085;54,42;23.523;45,58
G40401;Altheim;3.783;2.470;91;2.379;1.372;57,67;1.007;42,33
G40402;Aspach;1.968;1.149;60;1.089;668;61,34;421;38,66
G40403;Auerbach;420;283;15;268;181;67,54;87;32,46
G40404;Braunau am Inn;11.863;6.987;188;6.799;3.362;49,45;3.437;50,55
G40405;Burgkirchen;2.057;1.255;54;1.201;714;59,45;487;40,55
G40406;Eggelsberg;1.816;1.156;56;1.100;621;56,45;479;43,55
G40407;Feldkirchen bei Mattighofen;1.565;1.030;40;990;650;65,66;340;34,34
G40408;Franking;732;484;20;464;254;54,74;210;45,26
G40409;Geretsberg;852;571;22;549;286;52,09;263;47,91
G40410;Gilgenberg am Weilhart;1.041;669;31;638;376;58,93;262;41,07
G40411;Haigermoos;469;318;21;297;145;48,82;152;51,18
G40412;Handenberg;1.028;670;27;643;370;57,54;273;42,46
G40413;Helpfau-Uttendorf;2.371;1.398;61;1.337;852;63,72;485;36,28
G40414;Hochburg-Ach;2.216;1.357;65;1.292;557;43,11;735;56,89
G40415;Höhnhart;1.135;637;26;611;409;66,94;202;33,06
G40416;Jeging;504;351;26;325;185;56,92;140;43,08
G40417;Kirchberg bei Mattighofen;912;599;39;560;322;57,50;238;42,50
G40418;Lengau;3.570;2.221;92;2.129;1.223;57,44;906;42,56
G40419;Lochen am See;2.152;1.416;59;1.357;867;63,89;490;36,11
G40420;Maria Schmolln;1.189;709;44;665;370;55,64;295;44,36
G40421;Mattighofen;3.698;2.211;73;2.138;1.146;53,60;992;46,40
G40422;Mauerkirchen;1.661;942;32;910;539;59,23;371;40,77
G40423;Mining;956;604;29;575;272;47,30;303;52,70
G40424;Moosbach;764;534;25;509;341;66,99;168;33,01
G40425;Moosdorf;1.255;809;36;773;412;53,30;361;46,70
G40426;Munderfing;2.290;1.482;70;1.412;802;56,80;610;43,20
G40427;Neukirchen an der Enknach;1.729;1.117;45;1.072;668;62,31;404;37,69
G40428;Ostermiething;2.429;1.401;49;1.352;724;53,55;628;46,45
G40429;Palting;758;510;30;480;291;60,63;189;39,38
G40430;Perwang am Grabensee;749;506;23;483;279;57,76;204;42,24
G40431;Pfaffstätt;783;490;21;469;259;55,22;210;44,78
G40432;Pischelsdorf am Engelbach;1.283;816;50;766;504;65,80;262;34,20
G40433;Polling im Innkreis;779;514;19;495;331;66,87;164;33,13
G40434;Roßbach;778;523;22;501;318;63,47;183;36,53
G40435;Sankt Georgen am Fillmannsbach;325;246;8;238;186;78,15;52;21,85
G40436;Sankt Johann am Walde;1.669;985;43;942;543;57,64;399;42,36
G40437;Sankt Pantaleon;2.286;1.413;58;1.355;763;56,31;592;43,69
G40438;Sankt Peter am Hart;1.852;1.135;35;1.100;570;51,82;530;48,18
G40439;Sankt Radegund;472;301;13;288;95;32,99;193;67,01
G40440;Sankt Veit im Innkreis;324;220;11;209;116;55,50;93;44,50
G40441;Schalchen;2.850;1.808;84;1.724;968;56,15;756;43,85
G40442;Schwand im Innkreis;755;499;13;486;293;60,29;193;39,71
G40443;Tarsdorf;1.639;984;40;944;503;53,28;441;46,72
G40444;Treubach;567;340;20;320;212;66,25;108;33,75
G40445;Überackern;459;292;16;276;177;64,13;99;35,87
G40446;Weng im Innkreis;1.147;723;32;691;427;61,79;264;38,21
G40499;Wahlkarten - Braunau am Inn;0;6.549;142;6.407;2.562;39,99;3.845;60,01
G40500;Eferding;25.715;19.642;720;18.922;9.263;48,95;9.659;51,05
G40501;Alkoven;4.564;3.138;107;3.031;1.404;46,32;1.627;53,68
G40502;Aschach an der Donau;1.630;1.136;40;1.096;507;46,26;589;53,74
G40503;Eferding;2.895;1.814;59;1.755;782;44,56;973;55,44
G40504;Fraham;1.836;1.224;42;1.182;623;52,71;559;47,29
G40505;Haibach ob der Donau;1.086;707;27;680;338;49,71;342;50,29
G40506;Hartkirchen;3.396;2.426;98;2.328;1.247;53,57;1.081;46,43
G40507;Hinzenbach;1.599;1.114;46;1.068;573;53,65;495;46,35
G40508;Prambachkirchen;2.259;1.543;79;1.464;810;55,33;654;44,67
G40509;Pupping;1.490;1.019;30;989;523;52,88;466;47,12
G40510;Sankt Marienkirchen an der Polsenz;1.902;1.285;51;1.234;621;50,32;613;49,68
G40511;Scharten;1.760;1.275;42;1.233;628;50,93;605;49,07
G40512;Stroheim;1.298;893;56;837;508;60,69;329;39,31
G40599;Wahlkarten - Eferding;0;2.068;43;2.025;699;34,52;1.326;65,48
G40600;Freistadt;53.185;41.934;2.181;39.753;17.991;45,26;21.762;54,74
G40601;Freistadt;6.044;4.480;245;4.235;1.784;42,13;2.451;57,87
G40602;Grünbach;1.529;1.038;48;990;477;48,18;513;51,82
G40603;Gutau;2.208;1.525;59;1.466;658;44,88;808;55,12
G40604;Hagenberg im Mühlkreis;2.222;1.530;73;1.457;674;46,26;783;53,74
G40605;Hirschbach im Mühlkreis;954;703;49;654;243;37,16;411;62,84
G40606;Kaltenberg;506;371;33;338;194;57,40;144;42,60
G40607;Kefermarkt;1.678;1.225;61;1.164;554;47,59;610;52,41
G40608;Königswiesen;2.536;1.675;75;1.600;920;57,50;680;42,50
G40609;Lasberg;2.260;1.606;110;1.496;626;41,84;870;58,16
G40610;Leopoldschlag;840;582;47;535;240;44,86;295;55,14
G40611;Liebenau;1.372;861;58;803;448;55,79;355;44,21
G40612;Neumarkt im Mühlkreis;2.586;1.813;107;1.706;717;42,03;989;57,97
G40613;Pierbach;788;548;35;513;315;61,40;198;38,60
G40614;Pregarten;4.235;2.961;137;2.824;1.364;48,30;1.460;51,70
G40615;Rainbach im Mühlkreis;2.332;1.528;83;1.445;541;37,44;904;62,56
G40616;Sandl;1.156;803;61;742;372;50,13;370;49,87
G40617;Sankt Leonhard bei Freistadt;1.138;768;42;726;371;51,10;355;48,90
G40618;Sankt Oswald bei Freistadt;2.296;1.552;82;1.470;819;55,71;651;44,29
G40619;Schönau im Mühlkreis;1.575;1.177;63;1.114;617;55,39;497;44,61
G40620;Tragwein;2.465;1.818;77;1.741;753;43,25;988;56,75
G40621;Unterweißenbach;1.811;1.218;88;1.130;661;58,50;469;41,50
G40622;Unterweitersdorf;1.669;1.224;59;1.165;448;38,45;717;61,55
G40623;Waldburg;1.084;778;41;737;321;43,55;416;56,45
G40624;Wartberg ob der Aist;3.461;2.368;102;2.266;1.006;44,40;1.260;55,60
G40625;Weitersfelden;835;516;38;478;214;44,77;264;55,23
G40626;Windhaag bei Freistadt;1.271;833;52;781;369;47,25;412;52,75
G40627;Bad Zell;2.334;1.650;97;1.553;731;47,07;822;52,93
G40699;Wahlkarten - Freistadt;0;4.783;159;4.624;1.554;33,61;3.070;66,39
G40700;Gmunden;78.617;59.556;2.378;57.178;24.479;42,81;32.699;57,19
G40701;Altmünster;7.838;5.256;235;5.021;2.236;44,53;2.785;55,47
G40702;Bad Goisern am Hallstättersee;6.074;3.688;185;3.503;1.616;46,13;1.887;53,87
G40703;Bad Ischl;10.763;6.905;260;6.645;2.881;43,36;3.764;56,64
G40704;Ebensee;6.324;4.212;179;4.033;1.734;43,00;2.299;57,00
G40705;Gmunden;9.921;5.939;192;5.747;2.183;37,99;3.564;62,01
